query_id,strict_all_score
2024-41198,0.3333333333333333
2024-41198,0.0
2024-41198,0.0
2024-41198,0.0
2024-41198,0.0
2024-41198,0.25
2024-41198,0.0
2024-41198,0.0
2024-41198,0.0
2024-41198,0.0
2024-41198,0.0
2024-41198,0.0
2024-41198,0.5
2024-41198,0.4166666666666667
2024-41198,0.3333333333333333
2024-41198,0.4166666666666667
2024-41198,0.3333333333333333
2024-41198,0.25
2024-41198,0.4166666666666667
2024-41198,0.3333333333333333
2024-41198,0.0
2024-41198,0.4166666666666667
2024-41198,0.25
2024-41198,0.0
2024-41198,0.0
2024-41198,0.25
2024-41198,0.0
2024-41198,0.0
2024-41198,0.0
2024-41198,0.25
2024-41198,0.0
2024-41198,0.3333333333333333
2024-41198,0.0
2024-41198,0.0
2024-41198,0.3333333333333333
2024-41198,0.4166666666666667
2024-41198,0.0
2024-41198,0.25
2024-41198,0.25
2024-41198,0.0
2024-41198,0.0
2024-41198,0.3333333333333333
2024-41198,0.4166666666666667
2024-41198,0.0
2024-41198,0.0
2024-41198,0.0
2024-41198,0.4166666666666667
2024-41198,0.0
2024-41198,0.3333333333333333
all,0.3416693171187992
all,0.36059199090271987
all,0.35656942236969597
all,0.3677878467843291
all,0.3421063696615778
all,0.34856798838868414
all,0.3424185786238747
all,0.35300976256858607
all,0.34664346620815256
all,0.3441575504454144
all,0.35096282681049146
all,0.3486505034604507
all,0.3661308692357158
all,0.3538239195680079
all,0.3551738005153092
all,0.3494691632638672
all,0.3414632910138089
all,0.3480354458149064
all,0.3630067955698208
all,0.34265365331908226
